Epoch: 640, 	 train loss: 767.0287196356, 	 test loss: 812.3215725806 
Epoch: 920, 	 train loss: 4.5901081533, 	 test loss: 10.0317176081 

Epoch: 930, 	 train loss: 4.5126266171, 	 test loss: 10.0390999086 

Epoch: 940, 	 train loss: 4.447456885, 	 test loss: 10.0941654328 

Epoch: 950, 	 train loss: 4.3956832577, 	 test loss: 9.9784664031 

Epoch: 960, 	 train loss: 4.3490069308, 	 test loss: 9.9991130214 

Epoch: 970, 	 train loss: 4.3049825444, 	 test loss: 10.0394287109 

Epoch: 980, 	 train loss: 4.2589175576, 	 test loss: 10.013013286 

Epoch: 990, 	 train loss: 4.2116185238, 	 test loss: 9.9511620306 

