Epoch: 0, 	 train loss: 5.2491608284, 	 test loss: 11.6673485541 
Epoch: 600, 	 train loss: 5.1606400833, 	 test loss: 11.4793760238 

Epoch: 610, 	 train loss: 5.1593536501, 	 test loss: 11.4662406675 

Epoch: 620, 	 train loss: 5.1548983308, 	 test loss: 11.47316422 

Epoch: 630, 	 train loss: 5.1524376502, 	 test loss: 11.4273346932 

Epoch: 640, 	 train loss: 5.1282499367, 	 test loss: 11.0369193785 

Epoch: 650, 	 train loss: 5.0536091299, 	 test loss: 10.9894202448 

Epoch: 660, 	 train loss: 5.0357972427, 	 test loss: 11.0197182932 

Epoch: 670, 	 train loss: 5.0247471612, 	 test loss: 11.0786270634 

Epoch: 680, 	 train loss: 5.0179833787, 	 test loss: 11.0231441375 

Epoch: 690, 	 train loss: 5.0241086396, 	 test loss: 10.9740639963 

Epoch: 700, 	 train loss: 5.0115467643, 	 test loss: 10.9809334047 

Epoch: 710, 	 train loss: 5.016068308, 	 test loss: 11.001436295 

Epoch: 720, 	 train loss: 4.8423414964, 	 test loss: 11.6759377756 

Epoch: 730, 	 train loss: 4.8318992955, 	 test loss: 11.574996456 

Epoch: 740, 	 train loss: 5.1543181261, 	 test loss: 11.2421973444 

Epoch: 750, 	 train loss: 5.1543314698, 	 test loss: 11.2859615203 

Epoch: 760, 	 train loss: 5.2375463571, 	 test loss: 11.2900479224 

Epoch: 770, 	 train loss: 5.2282808744, 	 test loss: 11.3316699613 

Epoch: 780, 	 train loss: 5.2262541118, 	 test loss: 11.3049424694 

Epoch: 790, 	 train loss: 5.2322498893, 	 test loss: 11.3208539409 

Epoch: 800, 	 train loss: 5.2295159097, 	 test loss: 11.3105458906 

Epoch: 810, 	 train loss: 5.3646141392, 	 test loss: 12.1403473885 

Epoch: 820, 	 train loss: 5.3590201559, 	 test loss: 12.0593763782 

Epoch: 830, 	 train loss: 5.3499434622, 	 test loss: 11.9583267704 

Epoch: 840, 	 train loss: 5.3520522639, 	 test loss: 11.9026105327 

Epoch: 850, 	 train loss: 5.3466806759, 	 test loss: 11.9486152895 

Epoch: 860, 	 train loss: 5.3513247841, 	 test loss: 11.8234489195 

Epoch: 870, 	 train loss: 5.3489673939, 	 test loss: 11.8767798639 

Epoch: 880, 	 train loss: 5.347733347, 	 test loss: 11.8975367392 

Epoch: 890, 	 train loss: 5.3455034634, 	 test loss: 11.7682189941 

Epoch: 900, 	 train loss: 5.3529176287, 	 test loss: 11.8392973869 

Epoch: 910, 	 train loss: 5.3500600962, 	 test loss: 11.9081007434 

Epoch: 920, 	 train loss: 5.3468650169, 	 test loss: 11.8069605674 

Epoch: 930, 	 train loss: 5.3396895559, 	 test loss: 11.8563429309 

Epoch: 940, 	 train loss: 5.3489120422, 	 test loss: 11.8745904738 

Epoch: 950, 	 train loss: 5.3496869663, 	 test loss: 11.5831229917 

Epoch: 960, 	 train loss: 5.3521071214, 	 test loss: 11.8794407998 

Epoch: 970, 	 train loss: 5.3533090445, 	 test loss: 12.1093612179 

Epoch: 980, 	 train loss: 5.3523636173, 	 test loss: 11.8309020996 

Epoch: 990, 	 train loss: 5.3444656187, 	 test loss: 11.8270627914 

